,0
range,5.366515592567699
rapid,4.887023111618574
rarer,4.226025732227269
raspy,4.794060668241055
ratio,5.3513552443106835
ratty,4.444268810101094
raven,5.043239811933581
rayon,5.085477199824468
razor,3.91591562838032
reach,5.292867611872597
react,5.696507075549459
ready,5.1401681886513435
realm,5.3721788480863255
rearm,4.645433928132556
rebar,4.558058961307842
rebel,4.5532134871513845
rebus,4.714379920815323
rebut,4.953132290006275
recap,5.1276582772362485
recur,4.359545490220551
recut,5.1483181578351305
reedy,4.285108038382586
refer,3.6813382860321977
refit,5.059878290659237
regal,5.260572229431374
rehab,4.830153379454784
reign,5.089870551158824
relax,4.751602384218066
relay,5.304386077287883
relic,5.163127768714442
remit,5.215448969343163
renal,5.5528794995567425
renew,4.354409558359623
repay,5.0484376823518184
repel,4.64571606461068
reply,4.838178884760254
rerun,4.50255804135988
reset,5.0206350753480455
resin,5.342352966321436
retch,5.026645837224242
retro,4.710185746439282
retry,4.455547568220003
reuse,4.876102657241346
revel,4.322236886279053
revue,4.147672472661851
rhino,4.883069583211935
rhyme,4.602393858800776
rider,4.529400334388755
ridge,4.953315063862506
rifle,5.092986016385746
right,4.614890792621111
rigid,3.822383287684876
rigor,4.208077897348504
rinse,5.546185296262675
ripen,5.164363392588256
riper,4.489452965026714
risen,5.4146037459352065
riser,4.750525478378636
risky,4.356975337492609
rival,4.745085791406034
river,4.160750080767336
rivet,5.028149229249046
roach,5.09448359562383
roast,5.648431350783485
robin,4.805120713716076
robot,4.264130915645585
rocky,4.246985062446905
rodeo,4.503452713929699
roger,4.458796812422356
rogue,5.055966657901746
roomy,3.960682704796761
roost,4.719355327396719
rotor,3.9003850862928253
rouge,5.095327872701678
rough,4.539062171419576
round,4.837188076964272
rouse,5.4738607499449135
route,5.500778240784804
rover,4.184734358937613
rowdy,4.178187052013138
rower,4.261713054464307
royal,5.121777024676076
ruddy,3.6179641954463766
ruder,4.340789755788337
rugby,3.966883996000495
ruler,4.580494010596461
rumba,4.261032315901869
rumor,4.033273650086191
rupee,4.604334017156914
rural,4.49635143194875
rusty,4.725316954234514
sadly,4.882336731436013
safer,5.292102243649776
saint,5.509538811054162
salad,4.431849502385271
sally,4.388406805675406
salon,5.332514289752448
salsa,3.7948322623247592
salty,5.161051573796802
salve,5.15013146277984
salvo,4.698713844176927
sandy,4.78579865928335
saner,5.733998546845606
sappy,3.929979244842353
sassy,3.381570850019342
satin,5.367209639208003
satyr,5.246280240550204
sauce,5.450699755993677
saucy,4.822210738762162
sauna,4.398010335784524
saute,5.622136469693716
savor,4.969629430395362
savoy,4.521473645744339
savvy,3.583894839237974
scald,4.908793326309081
scale,5.563910699552493
scalp,4.8588422573737
scaly,4.917250719447682
scamp,4.4331350199441255
scant,5.211768879113218
scare,5.628408586744338
scarf,4.722927948194978
scary,4.9908894444191
scene,4.619057420127114
scent,5.153527491671278
scion,4.901977285667653
scoff,3.472170268627357
scold,4.720074437583679
scone,5.252030761335388
scoop,3.8956635831954824
scope,4.981643001541843
score,5.4301381313057115
scorn,5.016075832911027
scour,4.949814942961795
scout,4.862409950570061
scowl,4.432443041716166
scram,4.8404460442069785
scrap,4.906106222576579
scree,4.9134545688761735
screw,4.800174944677474
scrub,4.350169790425381
scrum,4.45631016163045
scuba,4.313246471588275
sedan,5.28565189655059
seedy,4.234635868887581
segue,4.372432478910877
seize,4.166291377631687
semen,4.505708774429269
sense,4.092700811127206
sepia,5.152826047913557
serif,5.064645600968632
serum,4.983712546601358
serve,4.45945068396269
setup,4.926056547272825
seven,4.243236804344816
sever,4.393904597035183
sewer,4.485101138047719
shack,4.3879694639813565
shade,5.207998774538806
shady,4.594403071630101
shaft,4.710623642809514
shake,4.959685780463942
shaky,4.354230106127752
shale,5.534500704764712
shall,4.449729743630815
shalt,5.270149258696772
shame,5.134955085487859
shank,4.581742009461438
shape,5.185133915664415
shard,4.992197737090697
share,5.605482704800804
shark,4.741955504007145
sharp,4.932419643524637
shave,4.863771681298028
shawl,4.614945164501266
shear,5.455430856465422
sheen,4.585563635253048
sheep,4.310851463416322
sheer,4.723956429992917
sheet,4.716719581084083
sheik,4.597724931614632
shelf,4.609071737877143
shell,4.430858393999684
shied,5.033982270631624
shift,4.516517841754328
shine,5.272087032401768
shiny,4.652881147934291
shire,5.446799769446683
shirk,4.544041422788605
shirt,5.171476669397435
shoal,5.1294065272450835
shock,4.199978681833908
shone,5.257051780120201
shook,3.714011292099348
shoot,4.325504286097526
shore,5.420950425998682
shorn,5.017397926388826
short,5.183383501067847
shout,4.851173829442079
shove,4.655537538465791
shown,4.333979228632658
showy,4.147982158676557
shrew,4.803241174523269
shrub,4.353761153655714
shrug,4.447684398748187
shuck,3.9991496657513412
shunt,4.775298089139916
shush,3.030344288284
shyly,3.688742675536711
siege,4.594324993139144
sieve,4.322678634021516
sight,4.551738020332286
sigma,4.482555816561126
silky,4.399553959743355
silly,4.188612814843944
since,5.340502960213792
sinew,4.900274071009895
singe,5.096638995673317
siren,5.583845673538042
sissy,3.1730023112876014
sixth,4.109500669651311
sixty,4.095210511988156
skate,5.229919084888966
skier,5.072251446441522
skiff,3.147553174336447
skill,3.9532440372221735
skimp,3.92212447657642
skirt,4.870751060357073
skulk,3.5567306506786496
skull,3.739780673745667
skunk,3.44972839285389
slack,4.746895291063414
slain,5.3820284011307695
slang,4.95764187543456
slant,5.492894363021005
slash,4.378145564443708
slate,5.855819244109515
sleek,4.415841130126574
sleep,4.640798060242587
sleet,5.044706863903211
slept,5.203281664827202
slice,5.511094657018497
slick,4.56131654979996
slide,5.347685761739005
slime,5.274969761374421
slimy,4.655940403524537
sling,4.742690016986586
slink,4.659687832719091
sloop,4.212761083338838
slope,5.289572265048202
slosh,4.187526497329062
sloth,5.040517492851524
slump,4.342084491253399
slung,4.530837111194526
slunk,4.454189351260242
slurp,4.811700106580961
slush,3.9733580675096465
slyly,3.2251023225310957
smack,4.300896612805896
small,4.3074151912395795
smart,5.243258522683215
smash,3.9363801583609686
smear,5.316396863706966
smell,4.2926568979098105
smelt,5.104820939779227
smile,5.230827560903166
smirk,4.417878520990906
smite,5.22903205836331
smith,4.618877053177369
smock,4.103704715742038
smoke,4.61215488615788
smoky,4.018366037667174
smote,5.189314862675653
snack,4.584797526141009
snail,5.335182890284401
snake,5.133075125746666
snaky,4.516532869699473
snare,5.768678157325961
snarl,5.38280452254446
sneak,4.903240747541955
sneer,4.866451877231969
snide,5.189179098741282
sniff,3.6328404655865976
snipe,5.1770138226854705
snoop,4.062594236292954
snore,5.577479792805564
snort,5.347268488147342
snout,5.02498936166572
snowy,4.316280463493689
snuck,4.182213117213617
snuff,3.408521096608196
soapy,4.875621098133494
sober,5.209851967048012
soggy,3.713037807481561
solar,5.53694504592828
solid,4.997202427240161
solve,4.96015547375409
sonar,5.516082371885893
sonic,4.907011036079033
sooth,4.323930217160909
sooty,4.296881127382618
sorry,4.359020655569227
sound,4.7593154834762315
south,4.864546684333605
sower,5.07452024816466
space,5.298102065057973
spade,5.146444754648556
spank,4.505702699493201
spare,5.549571447797366
spark,4.67174378989545
spasm,3.8551341628672313
spawn,4.441056043147128
speak,4.6707703113442145
spear,5.381130000093251
speck,4.3149641975430715
speed,4.270347991715851
spell,4.358329142118059
spelt,5.171690626885513
spend,4.719003183404455
spent,5.084718619839483
sperm,4.768414481765489
spice,5.119856437946153
spicy,4.47896061254941
spied,4.955775458667143
spiel,5.270483227738668
spike,4.716983527614663
spiky,4.07647994538612
spill,4.194863070608005
spilt,5.017126457897292
spine,5.192206679911031
spiny,4.56843724836848
spire,5.371719517051856
spite,5.301199133583708
splat,5.0847548256026
split,4.942430798031845
spoil,4.931935421076833
spoke,4.672847124896201
spoof,3.587242166426827
spook,3.6269074922123816
spool,4.191154921827182
spoon,4.0777300468599345
spore,5.3384145065084105
sport,5.117631755274361
spout,4.78184185025128
spray,4.884193282325502
spree,4.833152036379323
sprig,4.589021739531565
spunk,4.085422318302703
spurn,4.704432235089988
spurt,4.88601471429201
squad,3.9595536274840066
squat,4.343009940387969
squib,3.589559503101692
stack,4.628156761853761
staff,3.8557875981232783
stage,5.3267129206707144
staid,5.070872254842304
stain,5.276000437113529
stair,5.5173205649518735
stake,5.159314660274016
stale,5.738263819559774
stalk,4.855892305945488
stall,4.640227803086802
stamp,4.624799633181196
stand,5.03158271929166
stank,4.772193335618684
stare,5.806888622249769
stark,4.938298003077445
start,4.7597346548687245
stash,4.242416174871421
state,4.95542415244449
stave,5.064439572438218
stead,5.197394332130204
steak,4.935593328767631
steal,5.48091073739098
steam,5.091717797614736
steed,4.532951186294525
steel,4.848949314226172
steep,4.492422298869102
steer,4.908495246983375
stein,5.278120454911599
stern,5.357984078678919
stick,4.432008196103038
stiff,3.666197119910712
still,4.455614672802479
stilt,4.486554832011066
sting,4.629378057783523
stink,4.5545647873003015
stint,4.3868384473582855
stock,4.43171814050868
stoic,4.8781427411850045
stoke,4.937691762939527
stole,5.520214920281404
stomp,4.427357992173377
stone,5.437915024013526
stony,4.864654869416377
stood,4.152515880757913
stool,4.457312945144375
stoop,4.0911132665152214
store,5.610713777559601
stork,4.758858837605529
storm,4.894279761853249
story,5.020038224561994
stout,4.248758638476421
stove,4.838177397094422
strap,5.1013052111009545
straw,4.8556149733957295
stray,5.153169383921087
strip,4.949301593697798
strut,4.339402221383084
stuck,4.225212516742945
study,4.363696186598281
stuff,3.4457273869417575
stump,4.211507850554468
stung,4.412787515254212
stunk,4.348426158164356
stunt,4.168137342515042
style,5.122671045171232
suave,4.922306509704666
sugar,4.984284830409584
suing,4.544697040607112
suite,5.4613382539027135
sulky,4.196609710639429
sully,3.987321167098357
sumac,4.548881165980807
sunny,3.88419046026101
super,5.121018667020175
surer,4.750300375276225
surge,5.127283089904946
surly,4.850228168388308
sushi,3.6755795565093776
swami,4.3218212659472846
swamp,4.141645614818843
swarm,4.581816234860019
swash,3.7882701800462435
swath,4.635042707184619
swear,5.16845666297002
sweat,5.093927269082772
sweep,4.013882493867296
sweet,4.432216105655743
swell,4.1469483700880785
swept,4.596370340052193
swift,4.249085320068134
swill,3.980487429726092
swine,4.9839644284848355
swing,4.1564787138446535
swirl,4.786911695743911
swish,3.595345897149277
swoon,3.8703053128789784
swoop,3.6136252867412813
sword,4.536148574782719
swore,5.133158717380433
sworn,4.7172541000984936
swung,3.932143724971879
synod,4.548809888625233
syrup,4.4781334010644835
tabby,3.7925521612634747
table,5.42474454962411
taboo,4.162385042023206
tacit,4.506912236428518
tacky,4.365148131746913
taffy,3.6843517495528344
taint,4.721410782295699
taken,5.085714597156221
taker,5.247528400101284
tally,4.38495479499933
talon,5.335676270362987
tamer,5.443269730191804
tango,4.886162524212566
tangy,4.702846563689152
taper,5.510731078664035
tapir,5.290559548162503
tardy,5.00034459392871
tarot,4.885076929895413
taste,4.96999004005196
tasty,4.304453534794289
tatty,3.5365491772688666
taunt,4.495654260115626
tawny,4.565698514014259
teach,5.254431845682402
teary,5.535467398635831
tease,5.207960591944718
teddy,3.9524491342286407
teeth,3.8460812088302587
tempo,4.651487048004301
tenet,4.209153652661245
tenor,5.512274265687142
tense,4.9074198558797555
tenth,4.365143888381066
tepee,3.9306575411782947
tepid,4.86020108569562
terra,4.933854230902895
terse,5.114825600477848
testy,4.298022696878426
thank,4.593539079038629
theft,3.874182550881716
their,5.329055629077321
theme,4.297162522955249
there,4.810481042224233
these,4.652720670029143
theta,4.451235346261918
thick,4.2121043332093775
thief,4.780796728509665
thigh,3.7061828184937977
thing,4.444319490451284
think,4.37842520902108
third,4.846992792336932
thong,4.496423165297192
thorn,5.0476350015159
those,5.292455795071534
three,4.904324754279168
threw,4.80265739263416
throb,4.618520672699421
throw,4.504650021253524
thrum,4.457147733418442
thumb,3.882187798336464
thump,4.0266728961405365
thyme,4.551927194084862
tiara,4.783864932209856
tibia,4.024644327341873
tidal,5.082976343939938
tiger,5.241763246781526
tight,3.7506393467496526
tilde,5.275795285260069
timer,5.250122062095972
timid,3.7673689074351215
tipsy,4.630583811466844
titan,4.544914963974241
tithe,4.477419146132392
title,4.871993710880622
toast,4.77281608865925
today,4.865685085727692
toddy,3.816219621978784
token,4.905765603880232
tonal,5.348306598645534
tonga,4.844801012318453
tonic,4.915772538376147
tooth,3.568063107257188
topaz,4.20407789401152
topic,4.660149242233318
torch,4.95688556238393
torso,4.591886673573526
torus,5.073220496943436
total,4.659259466481642
totem,4.427366819170845
touch,4.646619907070375
tough,4.466274239690043
towel,5.0216769932026395
tower,5.077442780716043
toxic,4.101117981463155
toxin,4.316928055508137
trace,5.830429108079756
track,4.9188544859906544
tract,4.777415700183655
trade,5.68392122181849
trail,5.593026690437364
train,5.552929846847906
trait,4.931685409962057
tramp,4.911393154508264
trash,5.317499986055723
trawl,5.028675580506098
tread,5.492115187959259
treat,5.056679275737653
trend,5.26006539153916
triad,5.333485977297272
trial,5.5380169354372155
tribe,5.343809559998218
trice,5.634291214967141
trick,4.716631127432231
tried,5.481492792992092
tripe,5.460259278266673
trite,5.0426626809773705
troll,4.693100002317889
troop,4.380370318276619
trope,5.4292825185288764
trout,4.536327965815321
trove,5.114740277249379
truce,5.417394025205948
truck,4.506972505291678
truer,4.772678338492031
truly,4.916076995661512
trump,4.484989037495947
trunk,4.606616173341203
truss,4.307309869700227
trust,4.487360339212218
truth,4.209823418571427
tryst,4.308586821127947
tubal,4.764582499695462
tuber,5.024327210517809
tulip,4.712617380277944
tulle,4.649875960833805
tumor,4.8370419299682395
tunic,4.675046517698831
turbo,4.646173514583044
tutor,4.458021221298843
twang,4.3885681741340825
tweak,4.463912722075108
tweed,4.0777872044032755
tweet,3.633836758071044
twice,4.900375546528514
twine,4.98579542639348
twirl,4.798009270796303
twist,3.961894254842796
twixt,3.0890186909613595
tying,4.409884115813939
udder,4.0596715538587125
ulcer,5.081959027959213
ultra,5.064606590121936
umbra,4.196499153264162
uncle,4.914237070908499
uncut,3.751367739006664
under,4.860277613842719
undid,3.61380084496726
undue,3.9647803287242303
unfed,4.278714901022683
unfit,4.310674682042415
unify,4.01564275570092
union,3.9774772296313543
unite,5.167526291892285
unity,4.566550022436757
unlit,4.83850068869557
unmet,4.785749686617299
unset,5.116421787502512
untie,5.103258665983976
until,4.79084982896256
unwed,4.23747608951196
unzip,3.543866856956045
upper,4.066276790885667
upset,4.905000410930273
urban,4.73471191424904
urine,5.3535896744305935
usage,4.878267512734385
usher,4.755303001445103
using,4.226147967151971
usual,4.04812019405786
usurp,3.6887123195552887
utile,5.278015991632348
utter,4.476878266098416
vague,4.492782416931561
valet,5.152504038346795
valid,4.4834802965943235
valor,4.8893843123183744
value,4.876720389307499
valve,4.160127593958239
vapid,4.1568105886777795
vapor,4.610025606610917
vault,4.7070991604375765
vaunt,4.621037776503919
vegan,4.502510903495472
venom,4.300339775608488
venue,4.014472042817222
verge,4.0546217066050785
verse,4.44444982887368
verso,4.853905409520955
verve,3.4614550398233046
vicar,4.6576607123580125
video,4.460157390728375
vigil,3.3904750227658567
vigor,4.346825411266898
villa,3.8169803113062555
vinyl,4.124196238904959
viola,4.605252448191463
viper,4.614494646076011
viral,4.802924307650497
virus,4.3376269418703615
visit,3.7758494229820596
visor,4.652705196436467
vista,4.5326666597986005
vital,4.695652190410626
vivid,2.5080368026592574
vixen,3.907455018640591
vocal,4.529568290306871
vodka,3.8175253944954086
vogue,4.32796627271416
voice,4.805341807588725
voila,4.649917292146641
vomit,4.309301960844088
voter,4.972920377683255
vouch,3.98623971729259
vowel,4.345838408466906
vying,3.7461891159268794
wacky,3.7838387095641965
wafer,4.716749347450375
wager,4.8728829382792895
wagon,4.387898374211346
waist,5.012559639586334
waive,4.5955812166023575
waltz,3.9919251427330766
warty,4.75018901889265
waste,5.173989986951043
watch,4.404138094837982
water,5.258734703802274
waver,4.602657943978464
waxen,4.20352089033799
weary,4.975199481422974
weave,3.984056043516852
wedge,3.7357848189690985
weedy,3.675542300390357
weigh,4.2947562816068015
weird,4.830789103824476
welch,4.4086001762455185
welsh,4.604575020369269
whack,3.830372303210019
whale,4.974500988793238
wharf,4.193083737744268
wheat,4.815340090325428
wheel,4.088386874392485
whelp,4.259464500489802
where,4.243259554488914
which,3.3079333238386646
whiff,2.898556597977641
while,4.790649125919071
whine,4.692932029764676
whiny,4.0764004691700375
whirl,4.506402909836797
whisk,3.860914573169014
white,4.774364168025365
whole,4.767288712178782
whoop,3.3384638965089244
whose,4.740475040154571
widen,4.5976955605862235
wider,4.763114658767
widow,3.3762566615267726
width,4.107829390398195
wield,4.638348203523269
wight,3.9776362505193217
willy,3.605531426793234
wimpy,3.6503330987769127
wince,4.757735568433935
winch,4.097861968100198
windy,3.977356832138152
wiser,4.981850957738592
wispy,3.962398177131969
witch,4.17354580284343
witty,3.6024230328982423
woken,4.316436895018251
woman,4.366492877232123
women,4.51855751296157
woody,3.4135408018979416
wooer,4.345716111582756
wooly,3.7377617793842446
woozy,2.8221802353480268
wordy,4.2628107946441585
world,4.5780568203517475
worry,3.81621351677546
worse,5.17502145295774
worst,4.9395876520338176
worth,4.59276232993526
would,4.298310191841888
wound,4.200126994249593
woven,4.265606176977554
wrack,4.348392173341247
wrath,4.824615223013382
wreak,4.649224180653427
wreck,4.2940244904776925
wrest,5.106447148595739
wring,4.323411749570391
wrist,4.947396492665673
write,5.24117836808726
wrong,4.362660505040373
wrote,5.219825730133149
wrung,4.113463042392681
wryly,3.5495061237269177
yacht,4.520263212037803
yearn,5.35297530088768
yeast,5.388287086452311
yield,4.768894338961148
young,4.201714895735084
youth,4.447188062422375
zebra,4.304841277340065
zesty,4.151235253688884
zonal,4.431219641793324
